transcript,control_minus_DMS_fp_10_coverage
PB2015.939.3,35.8876971609
PB2015.1643.3,35.8853664036
PB2015.12723.2,35.8756640221
PB2015.7944.2,35.8739676516
PB2015.2896.1,35.86
PB2015.7057.10,35.8543161214
PB2015.190.7,35.841716136
PB2015.8818.1,35.8347721823
PB2015.2652.8,35.8280504732
PB2015.8151.7,35.8255451713
PB2015.15515.2,35.8233886407
PB2015.15060.9,35.8201413428
PB2015.2540.3,35.811023622
PB2015.13697.4,35.805489022
PB2015.8960.16,35.7988781692
PB2015.7681.8,35.7927557995
PB2015.5993.11,35.7916873213
PB2015.11950.1,35.7907932011
PB2015.1274.3,35.7777777778
PB2015.5341.6,35.7713600697
PB2015.7467.1,35.7607142857
PB2015.16578.2,35.7593625498
PB2015.4922.6,35.7544573429
PB2015.7038.9,35.7499825277
PB2015.8087.2,35.7485234511
PB2015.15079.1,35.7481691796
PB2015.9997.5,35.7429919137
PB2015.15895.2,35.7391304348
PB2015.9267.1,35.7361419069
PB2015.11357.18,35.7340694006
PB2015.1413.17,35.7312759559
PB2015.8277.3,35.7291418564
PB2015.8831.2,35.7282699494
PB2015.2550.30,35.719844358
PB2015.13483.6,35.7158455393
PB2015.11640.4,35.712
PB2015.6437.7,35.7014593468
PB2015.6982.2,35.696460177
PB2015.10062.2,35.6828557953
PB2015.9021.3,35.6668141593
PB2015.13587.9,35.6606419059
PB2015.3268.2,35.65
PB2015.11702.3,35.6475770925
PB2015.10369.3,35.6466174762
PB2015.12033.2,35.6417445483
PB2015.15920.1,35.641733805
PB2015.13316.6,35.6237216601
PB2015.14588.3,35.6203801478
PB2015.2618.3,35.6098039216
PB2015.3723.10,35.6035602598
PB2015.1108.2,35.5974911372
PB2015.10739.2,35.5950191367
PB2015.7467.9,35.5918827508
PB2015.3723.7,35.5877697842
PB2015.7974.2,35.5810647851
PB2015.5156.4,35.5805361024
PB2015.10866.4,35.5643378789
PB2015.15723.4,35.5637426901
PB2015.11886.3,35.546291808
PB2015.5577.5,35.5365947612
PB2015.11986.2,35.5323695505
PB2015.8914.1,35.5307456867
PB2015.13048.4,35.5292682927
PB2015.934.3,35.526518739
PB2015.15549.17,35.5234135667
PB2015.10846.14,35.5214055073
PB2015.8466.8,35.4921646179
PB2015.6431.12,35.4893850659
PB2015.3655.6,35.4833792121
PB2015.16384.1,35.4666666667
PB2015.775.11,35.4663500678
PB2015.8423.5,35.4661228295
PB2015.1066.2,35.4578047435
PB2015.11574.1,35.4474147415
PB2015.7471.2,35.4391304348
PB2015.12820.2,35.4351351351
PB2015.13781.4,35.4269289175
PB2015.16342.3,35.4265075773
PB2015.14267.2,35.4253846154
PB2015.5528.2,35.4226086957
PB2015.673.2,35.415
PB2015.7329.2,35.4127413127
PB2015.10026.6,35.4094944951
PB2015.4008.6,35.4051054384
PB2015.9758.1,35.4049019608
PB2015.16254.1,35.3810397569
PB2015.14274.1,35.3651302605
PB2015.6242.9,35.3419236865
PB2015.630.4,35.3377192982
PB2015.7256.4,35.3358689376
PB2015.10846.2,35.3355746923
PB2015.3572.7,35.3320221501
PB2015.9335.1,35.3293533206
PB2015.3554.32,35.3197308083
PB2015.8925.5,35.3123280132
PB2015.10176.2,35.3119943169
PB2015.11737.7,35.3093298292
PB2015.14599.1,35.3092369478
PB2015.10612.1,35.3080270793
PB2015.3738.10,35.303343949
PB2015.15774.10,35.2752602572
PB2015.8818.3,35.2730138714
PB2015.11852.1,35.2718760794
PB2015.7128.7,35.2712673839
PB2015.7128.3,35.2594839162
PB2015.7175.8,35.2572598404
PB2015.2929.2,35.2446428571
PB2015.2550.7,35.2421887391
PB2015.10949.2,35.2417170244
PB2015.3941.2,35.2185264664
PB2015.1638.1,35.2153366028
PB2015.3572.3,35.2142256903
PB2015.16060.3,35.212543554
PB2015.11057.2,35.2111940299
PB2015.8501.5,35.2020138452
PB2015.14402.31,35.1946308725
PB2015.13587.2,35.1871617571
PB2015.9309.2,35.186048243
PB2015.8977.3,35.1791962175
PB2015.11723.6,35.1786190663
PB2015.12930.1,35.1580645161
PB2015.297.1,35.1530954115
PB2015.13930.2,35.1483287797
PB2015.4472.8,35.1455035003
PB2015.1964.1,35.1450309643
PB2015.12758.1,35.1431212616
PB2015.14134.6,35.1428446847
PB2015.3554.37,35.1423661822
PB2015.16658.4,35.1266233766
PB2015.1166.5,35.1260165268
PB2015.4628.1,35.1056701031
PB2015.5808.26,35.1019522777
PB2015.15104.1,35.1005479452
PB2015.6188.5,35.0982476636
PB2015.11921.3,35.0979746272
PB2015.8919.2,35.085630307
PB2015.12862.1,35.0855588526
PB2015.11360.1,35.0833333333
PB2015.11812.2,35.0796747967
PB2015.1286.26,35.0790998324
PB2015.14968.3,35.076673428
PB2015.6341.1,35.0697595951
PB2015.5571.4,35.0687360179
PB2015.14091.3,35.0644935345
PB2015.16013.7,35.0558659218
PB2015.6399.1,35.0489706787
PB2015.10751.1,35.0420104579
PB2015.586.3,35.0257142857
PB2015.13498.1,35.021261198
PB2015.8588.1,35.012755102
PB2015.11070.7,35.0097744361
PB2015.7471.7,34.9947026324
PB2015.4946.1,34.9912421805
PB2015.1413.4,34.9864651774
PB2015.6553.1,34.9766937669
PB2015.15369.8,34.9696335079
PB2015.8195.2,34.9658536585
PB2015.14950.1,34.9625
PB2015.9201.4,34.9619672131
PB2015.14402.21,34.9570895522
PB2015.4128.2,34.9548387097
PB2015.6040.2,34.9521105859
PB2015.11651.10,34.9474605954
PB2015.13587.5,34.9443945838
PB2015.14303.1,34.94282678
PB2015.11674.8,34.9382866975
PB2015.607.1,34.9367088608
PB2015.7494.6,34.9273392577
PB2015.1281.2,34.9229437845
PB2015.16821.13,34.9219895048
PB2015.6229.1,34.9157335705
PB2015.14657.3,34.9043657119
PB2015.1184.1,34.8987041037
PB2015.3875.1,34.897156568
PB2015.10599.2,34.89
PB2015.16014.3,34.8830633284
PB2015.8639.2,34.8783783784
PB2015.6184.1,34.8641666667
PB2015.9611.10,34.8621450172
PB2015.1603.9,34.8580295816
PB2015.16491.7,34.8491942324
PB2015.4323.1,34.846040724
PB2015.6252.5,34.8425126192
PB2015.13874.6,34.8369426752
PB2015.6174.4,34.8356456404
PB2015.9772.8,34.8163934426
PB2015.5357.4,34.807912844
PB2015.6652.1,34.8076824584
PB2015.12108.1,34.7936507937
PB2015.7184.3,34.7675213675
PB2015.11745.1,34.7623240707
PB2015.10574.4,34.7499215071
PB2015.10104.15,34.748205903
PB2015.10387.6,34.7304114058
PB2015.14025.6,34.7169811321
PB2015.13006.8,34.7144648374
PB2015.3554.3,34.706459306
PB2015.11641.9,34.7014876033
PB2015.10873.1,34.6823980481
PB2015.3738.11,34.6677559913
PB2015.1491.2,34.6605802048
PB2015.13093.8,34.6591170825
PB2015.6892.7,34.6437601297
PB2015.15705.8,34.640485856
PB2015.15663.1,34.6344387755
PB2015.2652.9,34.6324805317
PB2015.14399.4,34.6271186441
PB2015.16658.6,34.6221748401
PB2015.6061.1,34.6177647557
PB2015.14266.1,34.6153846154
PB2015.92.1,34.615084102
PB2015.11715.5,34.6139817629
PB2015.1319.3,34.6116479724
PB2015.9289.3,34.6108208955
PB2015.10235.5,34.6029867257
PB2015.15377.5,34.5960644007
PB2015.16117.5,34.5948900721
PB2015.128.1,34.5882352941
PB2015.8004.4,34.5659340659
PB2015.9183.3,34.5657442748
PB2015.615.1,34.5572018118
PB2015.8414.1,34.55
PB2015.11044.5,34.5347732181
PB2015.4472.3,34.5341343528
PB2015.9402.3,34.5321428571
PB2015.9429.1,34.5306856501
PB2015.15602.5,34.5262801592
PB2015.1624.1,34.5207788646
PB2015.14299.9,34.5162083336
PB2015.5066.3,34.5128395062
PB2015.10493.2,34.5058108108
PB2015.2717.5,34.4972146688
PB2015.15832.10,34.494328724
PB2015.13950.3,34.4919354839
PB2015.14096.8,34.4904494382
PB2015.4096.3,34.4805865838
PB2015.14235.4,34.4529206626
PB2015.14757.14,34.4494331066
PB2015.14402.24,34.446926155
PB2015.7109.2,34.4400813008
PB2015.375.2,34.4346702756
PB2015.7623.1,34.4332740214
PB2015.2060.1,34.426159618
PB2015.11755.1,34.4186046512
PB2015.3869.1,34.4107142857
PB2015.10670.4,34.409352518
PB2015.7128.2,34.4075981802
PB2015.7584.2,34.3995033113
PB2015.14977.13,34.3900917431
PB2015.10246.3,34.3883951748
PB2015.9934.1,34.3845878136
PB2015.1467.3,34.379787234
PB2015.15520.2,34.3793674145
PB2015.1256.1,34.3785522788
PB2015.9479.5,34.3707927677
PB2015.10456.2,34.3630498534
PB2015.12706.10,34.3620647276
PB2015.4740.3,34.3587743733
PB2015.3561.7,34.3488602577
PB2015.10429.6,34.3328903654
PB2015.13082.11,34.3325740319
PB2015.6240.3,34.3303795938
PB2015.13023.4,34.3264797508
PB2015.15085.1,34.3209380235
PB2015.10957.1,34.3179680151
PB2015.13874.11,34.3078864353
PB2015.3239.2,34.3036649215
PB2015.11899.1,34.3004584486
PB2015.7280.12,34.2979194575
PB2015.8930.6,34.2975663717
PB2015.3577.7,34.2953804301
PB2015.3597.7,34.2905707397
PB2015.9436.1,34.2905405405
PB2015.6438.5,34.2872928177
PB2015.8506.7,34.2861561948
PB2015.15059.1,34.2814041281
PB2015.6429.3,34.2775862069
PB2015.9762.4,34.2764835165
PB2015.9283.7,34.265625
PB2015.12664.2,34.2552283793
PB2015.14185.2,34.2491082618
PB2015.6556.4,34.2485085945
PB2015.4806.9,34.2354092379
PB2015.9583.10,34.2333333333
PB2015.9896.12,34.2267687966
PB2015.15317.1,34.2259187621
PB2015.4472.6,34.2247513166
PB2015.7099.24,34.2244766506
PB2015.4496.3,34.2080702718
PB2015.11044.8,34.191160221
PB2015.1646.10,34.1784140969
PB2015.3147.6,34.1708268814
PB2015.3015.4,34.1675742574
PB2015.4189.9,34.1485714286
PB2015.8060.3,34.1358181912
PB2015.13356.3,34.132231405
PB2015.16274.1,34.1185105068
PB2015.9789.4,34.1055245189
PB2015.3656.1,34.0959409594
PB2015.504.1,34.0904214559
PB2015.939.7,34.0853333333
PB2015.16522.17,34.0819941102
PB2015.11420.1,34.073958169
PB2015.11415.4,34.0629866357
PB2015.5517.7,34.046143155
PB2015.14764.9,34.0339833139
PB2015.3014.1,34.0274725275
PB2015.4830.6,34.02703835
PB2015.14757.12,34.0268456376
PB2015.10250.4,34.0173827484
PB2015.10846.7,34.0172425202
PB2015.229.3,34.0165103189
PB2015.9581.3,34.0109090909
PB2015.4047.4,33.9980142724
PB2015.11249.1,33.9969871511
PB2015.4794.8,33.9870967742
PB2015.16522.10,33.9834043308
PB2015.10722.4,33.9816841104
PB2015.7467.5,33.9802746567
PB2015.4740.5,33.9777777778
PB2015.8616.3,33.9719313267
PB2015.15271.3,33.9705882353
PB2015.10983.5,33.9662351387
PB2015.4485.22,33.9647716682
PB2015.15317.2,33.960591133
PB2015.8996.10,33.9581740977
PB2015.6580.24,33.9565375661
PB2015.15313.4,33.9561694291
PB2015.10456.5,33.9558139535
PB2015.10846.4,33.9556962025
PB2015.3662.13,33.9554788772
PB2015.5545.2,33.935483871
PB2015.2642.12,33.9311520109
PB2015.7404.3,33.9252244165
PB2015.15135.4,33.9210358482
PB2015.7855.2,33.9189558549
PB2015.2653.11,33.9132856006
PB2015.4067.2,33.9047120419
PB2015.1028.9,33.9021052632
PB2015.1860.8,33.8958969255
PB2015.10323.4,33.8952457695
PB2015.6952.1,33.8930875576
PB2015.14317.2,33.8895781638
PB2015.13157.2,33.8888888889
PB2015.3018.3,33.8884450785
PB2015.966.1,33.8776595745
PB2015.4221.10,33.8756218905
PB2015.8406.1,33.867755102
PB2015.8402.2,33.8639004149
PB2015.3407.7,33.8564745196
PB2015.7090.11,33.8509572901
PB2015.14668.3,33.8502024291
PB2015.6507.2,33.8493765586
PB2015.4174.7,33.8359550562
PB2015.7085.6,33.8243310123
PB2015.15735.1,33.8221518987
PB2015.10452.5,33.8183673469
PB2015.549.1,33.8181917211
PB2015.3816.3,33.8074828426
PB2015.7400.2,33.7946955264
PB2015.11357.3,33.7916062176
PB2015.1804.3,33.78
PB2015.5696.4,33.7757494516
PB2015.6184.3,33.7747572816
PB2015.694.1,33.7578947368
PB2015.7232.7,33.7540428733
PB2015.1835.2,33.7488126649
PB2015.479.2,33.7464534075
PB2015.9884.2,33.743677792
PB2015.15029.5,33.7431818182
PB2015.1545.1,33.7413043478
PB2015.1653.1,33.7406796117
PB2015.12925.1,33.7397260274
PB2015.7111.2,33.7366990847
PB2015.14845.2,33.7322951477
PB2015.8541.10,33.7242506812
PB2015.13514.1,33.7230769231
PB2015.10846.18,33.7101835349
PB2015.11656.2,33.7066666667
PB2015.14588.8,33.7054393305
PB2015.8542.1,33.6925619835
PB2015.10973.2,33.6897316637
PB2015.9253.1,33.6870967742
PB2015.7399.14,33.6865455966
PB2015.1602.6,33.6860836925
PB2015.2374.1,33.6698115963
PB2015.12420.6,33.6682606097
PB2015.15549.13,33.6634615385
PB2015.8413.1,33.6555555556
PB2015.6431.6,33.651364486
PB2015.16079.1,33.6430769231
PB2015.4623.3,33.6400272294
PB2015.13831.1,33.6359597425
PB2015.15774.9,33.6346832136
PB2015.13194.10,33.6293393057
PB2015.2030.3,33.624136229
PB2015.10670.5,33.6231543624
PB2015.3564.3,33.6231542275
PB2015.16026.2,33.61962447
PB2015.5669.1,33.6138534246
PB2015.1903.10,33.6077844311
PB2015.7354.1,33.6030958598
PB2015.8852.2,33.600837404
PB2015.14455.7,33.6006585136
PB2015.10727.15,33.6002886419
PB2015.12718.2,33.5855277476
PB2015.14757.7,33.5820895522
PB2015.5993.1,33.5793043812
PB2015.6872.6,33.5704018393
PB2015.4124.2,33.5627848101
PB2015.15632.4,33.5565946184
PB2015.14757.13,33.5557768924
PB2015.3829.8,33.552666043
PB2015.11077.1,33.550581862
PB2015.13871.1,33.523255814
PB2015.12227.3,33.5226415094
PB2015.1413.12,33.519441675
PB2015.4354.6,33.5140288254
PB2015.11618.2,33.5052151899
PB2015.5993.12,33.5029298246
PB2015.11165.3,33.4965034965
PB2015.14652.5,33.49018245
PB2015.504.3,33.4833333333
PB2015.809.1,33.4707832574
PB2015.8882.6,33.4689573832
PB2015.6033.1,33.4440451316
PB2015.15203.4,33.4362924282
PB2015.10875.2,33.4314313346
PB2015.9789.8,33.4288135593
PB2015.3656.3,33.4198102017
PB2015.2261.2,33.4108822625
PB2015.12507.8,33.4105802048
PB2015.5816.1,33.4098501071
PB2015.7743.1,33.4090747331
PB2015.12306.3,33.4047169811
PB2015.6345.2,33.4022806148
PB2015.13113.2,33.3954942203
PB2015.6496.3,33.393862357
PB2015.11741.3,33.3880952381
PB2015.543.1,33.383244054
PB2015.3750.8,33.3828472672
PB2015.15944.1,33.3813440361
PB2015.4485.23,33.375573798
PB2015.1239.4,33.3682758621
PB2015.10369.2,33.3575383338
PB2015.13303.3,33.3574185766
PB2015.10104.12,33.3530240988
PB2015.760.1,33.3461538462
PB2015.655.4,33.3429577465
PB2015.9262.5,33.3388349515
PB2015.345.1,33.314516129
PB2015.12009.4,33.3079268293
PB2015.12469.1,33.3063291139
PB2015.10488.3,33.2951070336
PB2015.8715.7,33.2917293233
PB2015.5411.4,33.2909221328
PB2015.16821.24,33.2871083125
PB2015.2589.1,33.2808851828
PB2015.14559.1,33.2793594306
PB2015.5492.4,33.2790014684
PB2015.14352.1,33.2689189189
PB2015.8370.2,33.2631911967
PB2015.11696.2,33.2611764706
PB2015.9920.3,33.2536082474
PB2015.8088.3,33.2463593627
PB2015.15201.1,33.2375
PB2015.14164.5,33.2234652115
PB2015.16314.1,33.2234254144
PB2015.9570.1,33.2150148873
PB2015.16522.9,33.2133965301
PB2015.15017.5,33.2129571212
PB2015.9797.4,33.2120775623
PB2015.11041.2,33.2107300315
PB2015.7400.1,33.2098702104
PB2015.3226.5,33.2082159138
PB2015.10604.9,33.2042293907
PB2015.13536.2,33.1921644926
PB2015.13824.3,33.1910494569
PB2015.7090.9,33.1880086424
PB2015.13734.2,33.1789473684
PB2015.31.1,33.1735632184
PB2015.6985.18,33.1648288973
PB2015.7667.1,33.1630208333
PB2015.3725.7,33.1619631902
PB2015.10145.8,33.1593957259
PB2015.12303.2,33.1563133018
PB2015.15832.3,33.1500502243
PB2015.15338.16,33.1446963336
PB2015.16014.2,33.1428571429
PB2015.3162.5,33.1400311526
PB2015.12450.1,33.1355035129
PB2015.15651.8,33.1343404569
PB2015.13632.3,33.1337254107
PB2015.13824.9,33.1279544135
PB2015.10242.3,33.1239675801
PB2015.45.3,33.118226601
PB2015.11511.1,33.1181102362
PB2015.5675.4,33.1060035736
PB2015.15071.2,33.1007326007
PB2015.14457.5,33.0994594595
PB2015.462.5,33.0821129122
PB2015.14185.3,33.0673780225
PB2015.8930.4,33.0609284333
PB2015.11715.2,33.0584507042
PB2015.12995.1,33.0581560284
PB2015.15665.7,33.0550658791
PB2015.7944.8,33.0263322884
PB2015.16413.2,33.0260365655
PB2015.13352.3,33.0171767029
PB2015.14757.9,33.0112219451
PB2015.4008.4,33.010708402
PB2015.15929.6,33.0065426555
PB2015.8882.4,33.0009872611
PB2015.2541.2,32.9960885256
PB2015.12145.1,32.9861111111
PB2015.13409.2,32.9819211103
PB2015.6221.2,32.9804054054
PB2015.2208.9,32.9546891465
PB2015.5920.4,32.9407550077
PB2015.13564.2,32.9251170047
PB2015.10693.4,32.918902891
PB2015.16758.1,32.9152173913
PB2015.5219.3,32.9119523607
PB2015.14694.3,32.8908770901
PB2015.3554.59,32.8852478381
PB2015.6037.1,32.8849557522
PB2015.593.1,32.8829268293
PB2015.5887.2,32.8787248787
PB2015.11626.1,32.86846543
PB2015.8560.3,32.8679487179
PB2015.7414.2,32.8649693415
PB2015.11705.15,32.856724326
PB2015.4326.3,32.8560045532
PB2015.6892.13,32.855303361
PB2015.6090.2,32.8463642365
PB2015.9666.2,32.8359550562
PB2015.13048.3,32.8332681018
PB2015.6979.6,32.8327091136
PB2015.3644.6,32.8078322533
PB2015.3923.1,32.8068249258
PB2015.4028.2,32.799381762
PB2015.7587.3,32.7956242473
PB2015.11143.2,32.7888558692
PB2015.11895.1,32.7757180157
PB2015.2405.2,32.7752636204
PB2015.14795.2,32.7718446602
PB2015.15174.4,32.7570652174
PB2015.1713.1,32.7513122513
PB2015.10459.1,32.7494130203
PB2015.9792.3,32.7455482984
PB2015.3754.9,32.7350663717
PB2015.4472.11,32.7348410758
PB2015.6252.3,32.7315422264
PB2015.10342.10,32.71875
PB2015.10489.13,32.7186569633
PB2015.12494.1,32.7080235721
PB2015.11198.3,32.7019438445
PB2015.7109.14,32.6932064511
PB2015.2550.27,32.6884277344
PB2015.13623.7,32.6876971609
PB2015.15406.2,32.6853316242
PB2015.9743.4,32.684754522
PB2015.11517.2,32.6836797753
PB2015.15729.12,32.6744730679
PB2015.4794.7,32.6736842105
PB2015.15135.2,32.6656659723
PB2015.6556.9,32.6610128292
PB2015.14228.4,32.65615541
PB2015.12284.5,32.6353281853
PB2015.7147.3,32.6351515152
PB2015.5844.11,32.630245614
PB2015.10046.8,32.6268041237
PB2015.4830.2,32.6262804878
PB2015.12296.5,32.6201928697
PB2015.5448.29,32.6164485377
PB2015.13371.3,32.6153846154
PB2015.15336.3,32.6098598131
PB2015.7478.3,32.6001258653
PB2015.12856.2,32.5974025974
PB2015.16704.3,32.59367506
PB2015.2809.1,32.5875823452
PB2015.6892.6,32.5813139729
PB2015.7069.5,32.5526960784
PB2015.4485.12,32.5522462672
PB2015.4819.5,32.55
PB2015.2501.3,32.54625
PB2015.10866.10,32.5440939105
PB2015.1679.4,32.5395348837
PB2015.13631.1,32.5328288288
PB2015.15651.9,32.5241791216
PB2015.11353.1,32.5241481481
PB2015.10608.14,32.5224719101
PB2015.16392.8,32.5220595855
PB2015.4683.6,32.5138686131
PB2015.14812.3,32.5074712644
PB2015.6999.4,32.5065980346
PB2015.10323.15,32.4966123856
PB2015.6134.1,32.4964804223
PB2015.10006.1,32.4945273632
PB2015.8837.1,32.4846043165
PB2015.15775.3,32.4754545455
PB2015.6843.4,32.4728353141
PB2015.6427.2,32.4602792729
PB2015.10866.8,32.4589568062
PB2015.10059.1,32.444784157
PB2015.5450.5,32.4438388164
PB2015.15218.4,32.443443038
PB2015.8918.9,32.4380504991
PB2015.9267.2,32.4378947368
PB2015.16531.1,32.4320428189
PB2015.12919.5,32.4310344828
PB2015.5466.5,32.4256603774
PB2015.12822.3,32.398797428
PB2015.12833.3,32.3954773869
PB2015.13818.1,32.3949367089
PB2015.14757.8,32.3915401302
PB2015.3626.11,32.3898980087
PB2015.4163.2,32.3885558583
PB2015.5654.3,32.3876071193
PB2015.11436.6,32.384
PB2015.15534.2,32.3825606629
PB2015.9427.2,32.3753424658
PB2015.8715.6,32.3555555556
PB2015.5750.9,32.3537284008
PB2015.8809.2,32.3497418244
PB2015.16671.2,32.3360678925
PB2015.1782.3,32.3322591217
PB2015.14694.4,32.3284574468
PB2015.4941.6,32.3278988883
PB2015.7045.1,32.3224576271
PB2015.2975.1,32.3224324248
PB2015.7403.16,32.3141459163
PB2015.6652.3,32.2980609418
PB2015.16604.1,32.2968325792
PB2015.3655.7,32.2879539415
PB2015.3555.16,32.2815267556
PB2015.2079.7,32.2655957944
PB2015.4739.3,32.2563805104
PB2015.665.6,32.2293708724
PB2015.9740.3,32.2286030633
PB2015.9706.2,32.2227701994
PB2015.3840.3,32.2203742204
PB2015.7057.9,32.2175752644
PB2015.6602.4,32.2132516704
PB2015.9792.2,32.2121633362
PB2015.15291.1,32.1914163936
PB2015.8506.6,32.1823340116
PB2015.7300.2,32.1708920188
PB2015.218.1,32.1666666667
PB2015.15832.29,32.1476255088
PB2015.8720.3,32.1443718055
PB2015.8373.3,32.1435177539
PB2015.9624.7,32.1431202315
PB2015.4413.2,32.1271428571
PB2015.4472.7,32.1210810811
PB2015.6894.4,32.1140888486
PB2015.14971.8,32.1111111111
PB2015.956.6,32.1057755176
PB2015.15967.3,32.0976190476
PB2015.8560.2,32.0973451327
PB2015.3555.17,32.0930302566
PB2015.8975.5,32.0902612827
PB2015.4582.2,32.0850155548
PB2015.12469.2,32.0838383838
PB2015.13769.1,32.0833333333
PB2015.1093.7,32.0757455175
PB2015.555.2,32.075
PB2015.1439.2,32.074821441
PB2015.14821.6,32.0687415426
PB2015.10331.1,32.0656496867
PB2015.6652.2,32.0466541881
PB2015.4562.1,32.0433673469
PB2015.6985.11,32.0420135528
PB2015.2836.5,32.0354767184
PB2015.5237.2,32.0354300385
PB2015.4313.1,31.9888242142
PB2015.3720.2,31.9878787879
PB2015.5298.2,31.9815880322
PB2015.589.9,31.9797101449
PB2015.15641.8,31.9744180064
PB2015.15448.2,31.9731358721
PB2015.6644.8,31.9675
PB2015.3651.6,31.9641624003
PB2015.12371.2,31.9538461538
PB2015.9761.2,31.9388222755
PB2015.3197.3,31.9193548387
PB2015.6176.1,31.9088966509
PB2015.96.3,31.9053527981
PB2015.8732.3,31.9037711313
PB2015.6696.16,31.8993537964
PB2015.10294.2,31.8984469953
PB2015.2537.2,31.8956734694
PB2015.11809.1,31.8945113788
PB2015.6414.3,31.8884254769
PB2015.15832.19,31.8743754004
PB2015.16577.1,31.8713934426
PB2015.13132.6,31.864083045
PB2015.13214.3,31.863
PB2015.12754.2,31.8624618515
PB2015.11135.2,31.8610877488
PB2015.3891.12,31.852826087
PB2015.7671.2,31.8515942029
PB2015.10083.1,31.85
PB2015.15832.14,31.8461089592
PB2015.1073.1,31.8403940887
PB2015.16113.1,31.8397939156
PB2015.5260.4,31.838641189
PB2015.15510.4,31.8347826087
PB2015.16551.3,31.8261826183
PB2015.6508.1,31.8153846154
PB2015.1517.3,31.8105633803
PB2015.4133.14,31.8096446701
PB2015.3015.3,31.8050761421
PB2015.1786.6,31.8006060606
PB2015.2251.1,31.797071385
PB2015.2806.2,31.7961186219
PB2015.663.6,31.7960302457
PB2015.5235.2,31.7898157129
PB2015.15443.5,31.760212554
PB2015.10323.11,31.7575299102
PB2015.1591.2,31.7455621302
PB2015.7854.4,31.7304751849
PB2015.1093.9,31.729453125
PB2015.9585.6,31.7268965517
PB2015.2029.7,31.7260881467
PB2015.13112.5,31.7131243164
PB2015.5086.4,31.7106465481
PB2015.2112.1,31.701521217
PB2015.2061.1,31.7
PB2015.12022.3,31.6956810631
PB2015.1699.6,31.6873875203
PB2015.3279.5,31.6860655738
PB2015.10323.13,31.6786035829
PB2015.15086.2,31.6741176471
PB2015.13536.8,31.671820062
PB2015.7280.5,31.6702791269
PB2015.5467.2,31.6682528892
PB2015.10604.16,31.6572607261
PB2015.9750.1,31.6529595016
PB2015.14410.1,31.6486899563
PB2015.8232.6,31.6451382143
PB2015.1860.10,31.6439198856
PB2015.10580.1,31.6309597523
PB2015.13360.2,31.6242222222
PB2015.16702.1,31.6235294118
PB2015.7401.2,31.6149682215
PB2015.9857.9,31.6126253101
PB2015.1913.6,31.610443038
PB2015.9052.1,31.6081745236
PB2015.7121.10,31.6048046187
PB2015.11210.1,31.602003124
PB2015.9813.6,31.6019664967
PB2015.13582.1,31.5976983937
PB2015.4801.5,31.5907331378
PB2015.11044.7,31.5831932773
PB2015.4612.4,31.5739427012
PB2015.15135.5,31.5724256951
PB2015.785.4,31.5716882527
PB2015.2635.3,31.5705627706
PB2015.5270.1,31.5676934097
PB2015.12119.3,31.5572837633
PB2015.13147.1,31.5567462521
PB2015.8918.7,31.5488246506
PB2015.2653.10,31.5354046243
PB2015.5123.1,31.5243243243
PB2015.3738.7,31.5214118868
