transcript,hippuristanol_minus_DMS_fp_10_coverage
PB2015.9041.4,0.0375921375921
PB2015.584.10,0.0375012355441
PB2015.8269.1,0.0374951531601
PB2015.6974.1,0.0373118655933
PB2015.10779.1,0.0372757231783
PB2015.14353.13,0.0372739541161
PB2015.1006.11,0.0372551996356
PB2015.4701.13,0.0372415177675
PB2015.8239.8,0.0372367483976
PB2015.15094.4,0.0372349695033
PB2015.13755.1,0.0372135655362
PB2015.8832.6,0.0371559633028
PB2015.8707.1,0.0371412927953
PB2015.13916.1,0.0370751080481
PB2015.4799.5,0.0370550125285
PB2015.1102.4,0.0370046268356
PB2015.9900.3,0.0368983957219
PB2015.13727.2,0.0368817423163
PB2015.3635.7,0.0367559237141
PB2015.6609.5,0.0367206778653
PB2015.15382.6,0.0366914395816
PB2015.3278.3,0.0366790798037
PB2015.10802.8,0.0366389422052
PB2015.2930.12,0.0365430216802
PB2015.2018.3,0.0365117289314
PB2015.15509.4,0.0364098393983
PB2015.12626.4,0.0363069100994
PB2015.2741.11,0.0363011031798
PB2015.7527.1,0.0362986060161
PB2015.12994.6,0.0362793139657
PB2015.8259.1,0.0362527023781
PB2015.6073.2,0.0362406815761
PB2015.5702.14,0.0362374710871
PB2015.15226.11,0.0361890072911
PB2015.9495.8,0.0361809923131
PB2015.1095.20,0.0360804859092
PB2015.2942.13,0.036
PB2015.5397.12,0.0359645307819
PB2015.15233.3,0.0359601824969
PB2015.11188.2,0.0359453486036
PB2015.12569.3,0.0359031593407
PB2015.2817.1,0.0357935483871
PB2015.7135.6,0.0356489079662
PB2015.11876.5,0.0355945419103
PB2015.2592.3,0.0355290190036
PB2015.8341.1,0.0355100684767
PB2015.2939.4,0.0355098786214
PB2015.15204.6,0.0354298269706
PB2015.13054.3,0.0354093907645
PB2015.3464.9,0.035328422345
PB2015.2778.2,0.0353278955954
PB2015.2524.3,0.0352524167562
PB2015.7409.3,0.0351083363937
PB2015.2694.3,0.0351020097442
PB2015.5134.2,0.0350767791722
PB2015.13859.1,0.0350519357885
PB2015.5873.1,0.0349904571481
PB2015.3521.1,0.0349473910243
PB2015.7509.14,0.0349387806097
PB2015.7356.6,0.0349170305677
PB2015.4052.17,0.0348898756138
PB2015.5045.8,0.0348125683794
PB2015.15619.6,0.0347430759107
PB2015.16810.1,0.0347062853228
PB2015.15419.15,0.034686749618
PB2015.13278.3,0.0346425283829
PB2015.6020.1,0.0345568487019
PB2015.2524.12,0.0344616083598
PB2015.1111.11,0.0344464458916
PB2015.6166.1,0.034395280236
PB2015.3934.4,0.0343853089949
PB2015.6829.6,0.0343588798821
PB2015.7960.13,0.0342899925131
PB2015.10392.1,0.03428786737
PB2015.954.4,0.0342230347349
PB2015.3930.4,0.0342164715547
PB2015.11219.4,0.0341822794692
PB2015.1149.3,0.034174051352
PB2015.16210.1,0.0341723136496
PB2015.107.1,0.0341667133808
PB2015.13311.1,0.0341628576265
PB2015.2843.5,0.0341383095499
PB2015.7971.13,0.034123808403
PB2015.3129.1,0.0340439706862
PB2015.9724.2,0.0340256743113
PB2015.15627.1,0.034011988425
PB2015.14505.4,0.0339658703072
PB2015.8589.3,0.0339548146523
PB2015.8622.1,0.0339410108196
PB2015.8059.5,0.0339137061789
PB2015.15477.1,0.0339059585747
PB2015.11560.1,0.0338978421196
PB2015.6673.1,0.0338646459368
PB2015.1056.1,0.0338589043865
PB2015.6.3,0.0337939393939
PB2015.10877.1,0.0337844872462
PB2015.14892.3,0.0337202260799
PB2015.5012.18,0.0337020704088
PB2015.1761.6,0.0336974487963
PB2015.8519.2,0.0335852479658
PB2015.10341.1,0.0335723114957
PB2015.15488.1,0.0335410827556
PB2015.16175.1,0.0334866849509
PB2015.16811.3,0.0333950308977
PB2015.6930.13,0.0333344962322
PB2015.2421.1,0.0332338308458
PB2015.11216.1,0.0331712062257
PB2015.14704.1,0.0331630746231
PB2015.4083.1,0.0331627967992
PB2015.6257.1,0.0331541218638
PB2015.3555.40,0.0331372480769
PB2015.10839.2,0.0331369982548
PB2015.8828.4,0.0330588980367
PB2015.16299.9,0.0330443433769
PB2015.5895.4,0.0330024386038
PB2015.7329.9,0.0329445783133
PB2015.11923.3,0.0329384459165
PB2015.8378.3,0.0328759894459
PB2015.16866.2,0.0328408285374
PB2015.14104.3,0.0328303495311
PB2015.14134.8,0.0328083036946
PB2015.5797.1,0.032748024583
PB2015.2923.4,0.0326935588809
PB2015.4953.2,0.0326653633105
PB2015.5726.3,0.0326520980158
PB2015.16458.5,0.0326451768683
PB2015.2847.5,0.0326330737966
PB2015.10751.2,0.0325870889953
PB2015.15419.3,0.0325767182348
PB2015.1026.17,0.0325568262036
PB2015.15327.10,0.032553134248
PB2015.856.17,0.0324665870774
PB2015.5012.7,0.0324622800709
PB2015.16152.2,0.0323634989609
PB2015.7417.6,0.0323177083333
PB2015.5999.3,0.0322633250365
PB2015.7458.2,0.0321488062188
PB2015.919.6,0.0320110066499
PB2015.13678.9,0.0319729932483
PB2015.10238.2,0.031960375391
PB2015.8539.3,0.0318654775177
PB2015.13157.5,0.0318650421743
PB2015.16487.8,0.0318564076817
PB2015.8377.6,0.0318174382464
PB2015.7099.43,0.0317939750417
PB2015.10321.2,0.0317924658479
PB2015.192.1,0.0317877003598
PB2015.6926.3,0.0317573416794
PB2015.16865.2,0.0317356982867
PB2015.6527.6,0.0317158931083
PB2015.14696.2,0.0317094676513
PB2015.7207.1,0.031649928264
PB2015.4028.4,0.031614040466
PB2015.12994.10,0.0316074111167
PB2015.7922.1,0.0315996948118
PB2015.2730.4,0.0315900846433
PB2015.14825.1,0.0315867037825
PB2015.271.8,0.0315789473684
PB2015.14958.3,0.0315638646288
PB2015.6151.7,0.0315309446254
PB2015.4187.1,0.0315115263001
PB2015.7326.1,0.0315045110949
PB2015.6742.2,0.0314971507512
PB2015.937.1,0.031456068437
PB2015.11562.5,0.0314163090129
PB2015.4095.4,0.0313847020707
PB2015.11182.4,0.0313698719199
PB2015.5679.5,0.0313233016154
PB2015.5878.2,0.0312462908012
PB2015.1199.1,0.0311513413556
PB2015.7948.1,0.0311193437417
PB2015.9969.2,0.031082100815
PB2015.5878.1,0.0310728887636
PB2015.10615.3,0.0310560344828
PB2015.7034.5,0.0310504427153
PB2015.15269.3,0.031038718777
PB2015.8349.1,0.0310320683378
PB2015.12814.3,0.0309759206311
PB2015.2436.1,0.0309609708101
PB2015.3215.6,0.030957171601
PB2015.14738.1,0.0309317770175
PB2015.1129.4,0.0309099901088
PB2015.15327.9,0.0309059491484
PB2015.16329.17,0.0308926312987
PB2015.40.7,0.0308576726936
PB2015.11277.2,0.0308241652191
PB2015.9846.1,0.0307764265669
PB2015.7339.6,0.0307567127746
PB2015.15271.2,0.0307300332779
PB2015.14467.2,0.0307121096725
PB2015.24.6,0.0306251385502
PB2015.5688.14,0.0306191629194
PB2015.2930.11,0.0305925703758
PB2015.13047.1,0.0305925145216
PB2015.7856.2,0.0305706521739
PB2015.16866.1,0.030503149614
PB2015.16487.4,0.030488301119
PB2015.16248.8,0.0304507981056
PB2015.10387.11,0.0304065306122
PB2015.10730.21,0.0303748754424
PB2015.13099.7,0.0303688239388
PB2015.3261.3,0.0303461274846
PB2015.10206.1,0.0302906262792
PB2015.4800.3,0.0302655401328
PB2015.8425.6,0.0301697045883
PB2015.5678.2,0.0299955096542
PB2015.8525.11,0.0298559822747
PB2015.16176.11,0.0298521400778
PB2015.11725.1,0.0297481529858
PB2015.3578.13,0.0297233381771
PB2015.14637.1,0.0296963458569
PB2015.3996.5,0.0295973063973
PB2015.14499.11,0.0295671907927
PB2015.15963.2,0.0295633876907
PB2015.7123.5,0.0295491938138
PB2015.7135.23,0.0295485958939
PB2015.1078.2,0.0295320064551
PB2015.949.6,0.0295159016137
PB2015.3552.1,0.02950163781
PB2015.254.9,0.0294196428571
PB2015.4485.2,0.0294059106053
PB2015.7332.11,0.0293786865436
PB2015.8610.2,0.0292428933296
PB2015.6580.15,0.0292017349841
PB2015.2556.2,0.0291776688042
PB2015.7288.4,0.0291620836506
PB2015.2913.6,0.0290422701744
PB2015.11127.1,0.0289900535578
PB2015.15897.33,0.0288766287123
PB2015.5695.9,0.0288712786464
PB2015.4941.3,0.0288527775325
PB2015.13111.3,0.0288204879324
PB2015.2746.5,0.0288076501644
PB2015.6408.8,0.0287948117456
PB2015.2930.10,0.0287913958527
PB2015.11805.7,0.0287859084998
PB2015.12211.12,0.0286809938484
PB2015.4502.6,0.0286790148585
PB2015.13190.1,0.0286506879716
PB2015.7854.17,0.0286200725303
PB2015.5384.5,0.0286169365543
PB2015.5997.1,0.0285926620399
PB2015.16642.7,0.0285181279909
PB2015.9895.1,0.0284745762712
PB2015.7131.6,0.0284022111082
PB2015.5689.8,0.0283954982934
PB2015.16288.12,0.0283188948724
PB2015.2355.1,0.0282444840345
PB2015.8007.2,0.0282018727186
PB2015.7955.5,0.028175
PB2015.10802.7,0.0278937947494
PB2015.13735.1,0.0278308047825
PB2015.8349.4,0.0278001727613
PB2015.15547.2,0.0277843368752
PB2015.5804.2,0.0277644806127
PB2015.12404.3,0.0276704769413
PB2015.11822.3,0.0276467951591
PB2015.16617.1,0.0276001784254
PB2015.5726.4,0.0275682035521
PB2015.7467.11,0.0275642263859
PB2015.7289.8,0.0275508092222
PB2015.7452.2,0.027508208683
PB2015.385.6,0.0274936887219
PB2015.5997.10,0.0274519613417
PB2015.15961.1,0.0274339156979
PB2015.15610.8,0.0274234400184
PB2015.12476.1,0.0273782015421
PB2015.3555.3,0.0273732516117
PB2015.398.3,0.0273639785559
PB2015.15602.12,0.0273330248342
PB2015.2547.3,0.0271830696528
PB2015.10164.12,0.0271085447509
PB2015.13295.4,0.027105125523
PB2015.3625.5,0.0270697237522
PB2015.2858.1,0.0270645629148
PB2015.6073.3,0.0270489815713
PB2015.4772.13,0.0269564002236
PB2015.7793.1,0.0269449255282
PB2015.10164.11,0.0267879440785
PB2015.2769.4,0.0267686235816
PB2015.5511.7,0.0266887006817
PB2015.6442.24,0.0266776225692
PB2015.13992.1,0.0266768500016
PB2015.5627.6,0.0266731094467
PB2015.10727.11,0.0266698284721
PB2015.6933.1,0.0266446916632
PB2015.16866.3,0.0266017380098
PB2015.996.1,0.0265480935823
PB2015.1742.16,0.026522343135
PB2015.6378.4,0.0265207170144
PB2015.15406.11,0.0264891380519
PB2015.915.1,0.0264778227406
PB2015.462.10,0.0264438844202
PB2015.1276.1,0.0264306937088
PB2015.7135.24,0.0263910270508
PB2015.10976.1,0.026372630466
PB2015.1742.14,0.0262499805964
PB2015.7954.8,0.0262386739893
PB2015.977.2,0.0261841469309
PB2015.5894.4,0.0261774619659
PB2015.8879.8,0.0261605584642
PB2015.5673.5,0.0260888198425
PB2015.16773.1,0.0260724899037
PB2015.8796.2,0.0260506429802
PB2015.7529.6,0.0260322187627
PB2015.15419.21,0.0259773383893
PB2015.7881.1,0.0259672241933
PB2015.13284.5,0.0259627365188
PB2015.14488.1,0.0259011439672
PB2015.9911.1,0.0258228355057
PB2015.8032.9,0.0257838224767
PB2015.11100.1,0.0257577484047
PB2015.8059.3,0.0257467860584
PB2015.14499.16,0.0257121154577
PB2015.1742.20,0.0256919731924
PB2015.11820.7,0.0256629597947
PB2015.8157.5,0.0256364359586
PB2015.5899.5,0.0255620100633
PB2015.2796.9,0.0255267690278
PB2015.5850.5,0.0254803810754
PB2015.2465.5,0.025479537713
PB2015.4772.2,0.0254750898819
PB2015.16642.13,0.025453947909
PB2015.11215.16,0.0254366360401
PB2015.7135.12,0.0253999905792
PB2015.14419.5,0.0253604045588
PB2015.11826.9,0.0253398800859
PB2015.13284.9,0.0253046900934
PB2015.2281.5,0.0253006872852
PB2015.14854.3,0.0252514367816
PB2015.7339.10,0.0251953497237
PB2015.16506.5,0.0251386321627
PB2015.9719.1,0.0251022871104
PB2015.4126.1,0.0250915235145
PB2015.3854.12,0.0250885347499
PB2015.3555.37,0.0250769687706
PB2015.2576.1,0.0250454959054
PB2015.13992.2,0.025042276906
PB2015.1027.6,0.0250165294224
PB2015.5844.6,0.024976631146
PB2015.6410.4,0.0249328868347
PB2015.1236.2,0.0248663910457
PB2015.11618.4,0.0248236614299
PB2015.2223.6,0.0247940267765
PB2015.8088.2,0.0247863449088
PB2015.16087.3,0.0247848200313
PB2015.7650.18,0.0247554552295
PB2015.10730.20,0.024707985974
PB2015.1713.3,0.0246348670325
PB2015.12814.9,0.0246219222597
PB2015.2386.1,0.0245699128458
PB2015.9924.1,0.0244391756338
PB2015.4693.1,0.0244246905375
PB2015.8589.2,0.0243961535549
PB2015.7847.5,0.0243934578715
PB2015.6605.1,0.0243144297852
PB2015.46.2,0.0242648761287
PB2015.13619.1,0.0242587601078
PB2015.9897.5,0.0241402869506
PB2015.16729.1,0.0241150975199
PB2015.12410.1,0.0240994236311
PB2015.6622.5,0.0240814558059
PB2015.11618.6,0.0240724417021
PB2015.14377.1,0.0240579033388
PB2015.7072.2,0.0240186240668
PB2015.5690.2,0.0240063875089
PB2015.6110.2,0.023980674914
PB2015.851.11,0.0239701222273
PB2015.16476.1,0.0239045101338
PB2015.8437.1,0.0238210643239
PB2015.6270.1,0.0238139191434
PB2015.862.8,0.0237874859787
PB2015.12203.1,0.0237053701621
PB2015.16195.10,0.0236804741033
PB2015.8218.1,0.0236756355437
PB2015.1399.1,0.0236529867995
PB2015.8.11,0.0235996896819
PB2015.7135.11,0.023588140059
PB2015.4300.3,0.0235826163689
PB2015.13191.3,0.0235422343324
PB2015.12127.20,0.0235294117647
PB2015.5060.6,0.023506743738
PB2015.15606.4,0.0234852845938
PB2015.10328.14,0.0234701986755
PB2015.1399.2,0.0233914813574
PB2015.11725.5,0.0233629917976
PB2015.5717.1,0.0233370660694
PB2015.12753.1,0.0233211678832
PB2015.7900.3,0.023269272767
PB2015.2035.4,0.0232456140351
PB2015.9750.4,0.0231924407323
PB2015.2327.15,0.0231340060466
PB2015.10172.3,0.0231117298991
PB2015.14620.2,0.023082313123
PB2015.5714.1,0.0230189447953
PB2015.4853.9,0.0230051990113
PB2015.15590.6,0.0229528614821
PB2015.8682.2,0.022939045909
PB2015.8239.7,0.0229310024177
PB2015.6427.13,0.0229287370483
PB2015.1087.1,0.0228923546734
PB2015.2912.22,0.022862925711
PB2015.2753.9,0.0228151925444
PB2015.15509.3,0.0228043609933
PB2015.15304.6,0.022783667945
PB2015.3260.1,0.0227779915352
PB2015.12040.2,0.022774140137
PB2015.4772.1,0.0226916075576
PB2015.7908.1,0.0226327547689
PB2015.13587.8,0.0226140044854
PB2015.15417.11,0.0226113793618
PB2015.6559.1,0.0225601724344
PB2015.16129.9,0.0225481209899
PB2015.15085.4,0.0225249500998
PB2015.13607.6,0.0225136861314
PB2015.15417.7,0.0224986917402
PB2015.7135.20,0.0224514255811
PB2015.4953.4,0.0224452234882
PB2015.2057.2,0.0224369296833
PB2015.2439.3,0.0222553826476
PB2015.3104.2,0.0222239228591
PB2015.6009.1,0.0221562173878
PB2015.6896.1,0.0221418168281
PB2015.14100.8,0.0221362689676
PB2015.11562.15,0.0221140322406
PB2015.15406.12,0.0220207253886
PB2015.16159.5,0.0220177939017
PB2015.15707.3,0.0219283387622
PB2015.3546.7,0.0218912718931
PB2015.7038.12,0.0218729575799
PB2015.15417.15,0.0218598979269
PB2015.350.1,0.0218407716201
PB2015.225.3,0.021826625387
PB2015.9118.1,0.0217695290154
PB2015.2810.4,0.0217236171731
PB2015.7193.5,0.0217181996666
PB2015.8558.1,0.0217071175348
PB2015.7507.4,0.0217054263566
PB2015.10208.9,0.0216762336225
PB2015.9747.8,0.0215523296652
PB2015.11470.1,0.0215287793366
PB2015.15921.10,0.0214862681745
PB2015.1106.10,0.0214759055523
PB2015.10387.8,0.0213561245478
PB2015.2636.6,0.0213391136802
PB2015.1142.2,0.02132705206
PB2015.13565.15,0.0213000464777
PB2015.3464.14,0.0212843203994
PB2015.4853.10,0.021216780145
PB2015.8149.1,0.0212085080195
PB2015.16175.4,0.0210412394623
PB2015.3555.38,0.0209714759434
PB2015.11562.16,0.0209417989418
PB2015.12868.2,0.0208614914497
PB2015.1131.32,0.0208373435996
PB2015.14658.13,0.0207889691184
PB2015.7303.2,0.0207743488109
PB2015.7303.7,0.0207033184745
PB2015.9107.2,0.020698702016
PB2015.2478.6,0.0206637515417
PB2015.1603.1,0.0206546684382
PB2015.11694.3,0.020645852464
PB2015.9859.18,0.0206135466235
PB2015.4356.2,0.0205831650131
PB2015.3554.27,0.0205612330819
PB2015.8618.3,0.0205505096027
PB2015.7853.2,0.0204642807793
PB2015.16837.1,0.0204000071579
PB2015.2761.5,0.0203546562228
PB2015.16459.8,0.0203033116682
PB2015.8147.1,0.0202528009193
PB2015.3275.4,0.0202292768959
PB2015.10851.3,0.020194442318
PB2015.11550.2,0.0201726494497
PB2015.13337.1,0.0201566326056
PB2015.9365.1,0.0201011378003
PB2015.7193.3,0.020032271697
PB2015.6009.15,0.0200226610554
PB2015.10062.10,0.0200052819226
PB2015.6895.1,0.0199428719813
PB2015.3631.4,0.0199054717324
PB2015.13609.1,0.0198550791526
PB2015.4507.2,0.0198524762908
PB2015.14697.1,0.0198368036016
PB2015.8519.9,0.0198345663191
PB2015.15417.10,0.0197369770829
PB2015.16866.5,0.0197155544809
PB2015.12868.5,0.0196359755736
PB2015.2864.5,0.0196052280608
PB2015.14686.1,0.0195665742025
PB2015.14325.5,0.0195496417605
PB2015.8336.2,0.0195168409678
PB2015.6408.1,0.0195162898064
PB2015.9652.7,0.0194732080024
PB2015.7430.10,0.0194611264405
PB2015.7143.9,0.0194525139665
PB2015.12123.1,0.019417892815
PB2015.3829.22,0.0193312101911
PB2015.7329.12,0.0192969554346
PB2015.4924.2,0.0192682284812
PB2015.3994.3,0.0192558453002
PB2015.112.2,0.0191549295775
PB2015.12872.2,0.0191248665955
PB2015.12471.1,0.0190699034805
PB2015.8095.2,0.0189657993782
PB2015.13568.21,0.0189258176017
PB2015.6383.2,0.0188415319077
PB2015.8625.5,0.0187592597769
PB2015.10079.10,0.0187548881589
PB2015.2227.2,0.0187024737703
PB2015.2936.1,0.018660130719
PB2015.15417.4,0.0186198752874
PB2015.7491.10,0.0186139747995
PB2015.3613.2,0.0185547688463
PB2015.6930.1,0.0185373256289
PB2015.7135.15,0.0184358595543
PB2015.4254.4,0.018305045473
PB2015.3126.1,0.0182978723404
PB2015.16504.2,0.01822930269
PB2015.13643.5,0.0181870705487
PB2015.2920.5,0.0181866678047
PB2015.8164.1,0.018135409907
PB2015.6258.6,0.018110367893
PB2015.8061.1,0.0181092406618
PB2015.16389.8,0.0181034482759
PB2015.7495.2,0.0181018803419
PB2015.10633.1,0.0180994423792
PB2015.2742.2,0.0180992372954
PB2015.2374.5,0.0180581488397
PB2015.7692.2,0.0180469760092
PB2015.7303.1,0.0180040120361
PB2015.10321.15,0.0179622733045
PB2015.4772.5,0.0179427019017
PB2015.5901.1,0.01790850254
PB2015.7558.1,0.0179022372814
PB2015.12828.1,0.0178979907264
PB2015.7179.1,0.0178796046721
PB2015.6862.8,0.0177731634772
PB2015.13620.6,0.0176414342629
PB2015.8496.1,0.0176382966942
PB2015.16465.1,0.01756351091
PB2015.6524.1,0.0175580221998
PB2015.2923.10,0.0175340072382
PB2015.10513.8,0.0174724772969
PB2015.11835.3,0.0174693150942
PB2015.9231.2,0.017438003475
PB2015.9830.4,0.0174159261195
PB2015.14376.5,0.0174106241163
PB2015.1742.2,0.0173511562789
PB2015.1325.1,0.017275350371
PB2015.2907.3,0.0172565017848
PB2015.1123.3,0.0172442658631
PB2015.16339.1,0.0172125511201
PB2015.992.1,0.0171649921317
PB2015.967.4,0.0170718617507
PB2015.9106.3,0.0170406708501
PB2015.12626.3,0.0170303660085
PB2015.5200.3,0.0170197822779
PB2015.11496.1,0.0169998731984
PB2015.7040.7,0.0168945686901
PB2015.7409.4,0.0168607728957
PB2015.9801.8,0.0168568361627
PB2015.6896.3,0.0168461640739
PB2015.3635.6,0.0168068752648
PB2015.10208.2,0.0167580442207
PB2015.2779.4,0.0166335321405
PB2015.13111.9,0.0165828450145
PB2015.262.1,0.0165090867916
PB2015.3586.2,0.0164830188679
PB2015.1172.3,0.0164312412019
PB2015.16299.10,0.0163286264442
PB2015.6240.1,0.0163269731136
PB2015.13658.1,0.0161813490601
PB2015.4644.4,0.0161744162842
PB2015.1742.13,0.0161349417043
PB2015.10382.2,0.0161069608322
PB2015.8610.6,0.0160902113143
PB2015.14280.1,0.0160719244654
PB2015.5772.1,0.0160633877669
PB2015.2942.5,0.0160631331505
PB2015.3484.14,0.0160376326441
PB2015.14221.3,0.0159143720438
PB2015.12211.13,0.0157496782497
PB2015.10209.28,0.0157387567483
PB2015.9361.3,0.0157003549716
PB2015.9168.1,0.0156681328682
PB2015.14910.6,0.0155992949471
PB2015.14422.2,0.0155852793379
PB2015.5879.1,0.0155605512658
PB2015.7822.2,0.015424621044
PB2015.16828.3,0.0154024655547
PB2015.10513.4,0.0153635261243
PB2015.5602.1,0.0153480433988
PB2015.13989.2,0.0153316847651
PB2015.16823.2,0.015318590134
PB2015.7040.2,0.0152709513821
PB2015.7197.2,0.0152466625472
PB2015.10291.9,0.0151721322629
PB2015.5795.3,0.0151288846061
PB2015.4772.4,0.0150646468383
PB2015.10987.2,0.0150588048315
PB2015.10987.3,0.0149537709177
PB2015.7180.1,0.0149454778704
PB2015.15145.1,0.0148874061718
PB2015.2691.1,0.0147946223902
PB2015.16329.19,0.0147633107915
PB2015.13587.7,0.0147251354966
PB2015.8323.3,0.0147228001469
PB2015.9612.5,0.0147029455816
PB2015.8450.1,0.0146705301567
PB2015.14544.1,0.0146347736626
PB2015.166.1,0.0146105994506
PB2015.3549.5,0.0146083634048
PB2015.14225.6,0.0145873567658
PB2015.6896.2,0.014552282292
PB2015.13111.1,0.0144247346845
PB2015.3619.2,0.0143809388739
PB2015.2801.1,0.014372375175
PB2015.16811.2,0.014231526384
PB2015.3278.1,0.0141382654475
PB2015.2276.7,0.0141121168175
PB2015.3297.7,0.0140613051236
PB2015.2086.1,0.0140601935114
PB2015.16142.1,0.0140180831826
PB2015.6038.3,0.0139927404719
PB2015.7141.1,0.0139648103861
PB2015.946.2,0.0138521882742
PB2015.449.8,0.0138337611386
PB2015.4052.16,0.0137415891737
PB2015.15897.36,0.0136877543842
PB2015.13284.10,0.0136087779774
PB2015.7490.2,0.0135447968837
PB2015.11725.4,0.0134530237581
PB2015.5679.4,0.0134463854981
PB2015.15271.1,0.0134029227557
PB2015.1599.6,0.0133616798898
PB2015.4294.1,0.0133451156549
PB2015.11182.1,0.0133144110437
PB2015.2524.10,0.0131928066038
PB2015.8377.5,0.0131770011274
PB2015.16839.9,0.0131696785543
PB2015.7332.12,0.013065881929
PB2015.2029.2,0.013038175838
PB2015.15344.2,0.0130266718206
PB2015.12501.4,0.0130057620465
PB2015.2867.5,0.0129575960952
PB2015.5738.14,0.0129453236331
PB2015.9150.1,0.0129177749509
PB2015.10323.35,0.0129150718941
PB2015.425.3,0.0128772995178
PB2015.5896.1,0.0128593155894
PB2015.9706.15,0.0128228782288
PB2015.10571.8,0.0128191394394
PB2015.4052.1,0.0127941540748
PB2015.5675.15,0.0127871250914
PB2015.1027.5,0.012778361657
PB2015.946.1,0.0127187522882
PB2015.2777.4,0.0127176643853
PB2015.14863.1,0.0127047572339
PB2015.16337.3,0.0126795096322
PB2015.15608.11,0.0126153402537
PB2015.2478.7,0.0125135588206
PB2015.15750.2,0.0124869201256
PB2015.8604.6,0.0124092472297
PB2015.6399.8,0.0123867069486
PB2015.2478.4,0.0122040855288
PB2015.7539.5,0.01219639866
PB2015.11721.1,0.0121196686594
PB2015.13316.14,0.0120654901477
PB2015.10560.7,0.0119871699239
PB2015.7863.2,0.011963190184
PB2015.13607.2,0.0118794569391
PB2015.5738.13,0.0118341000148
PB2015.13551.2,0.0117865544138
PB2015.2663.6,0.0116544013586
PB2015.11636.3,0.0116403110093
PB2015.8520.5,0.0116313094367
PB2015.7791.5,0.0115723796577
PB2015.7863.1,0.0115637828209
PB2015.7393.20,0.0114980607628
PB2015.4003.6,0.0114211110951
PB2015.10846.15,0.0114008738394
PB2015.11218.1,0.0113015746462
PB2015.14669.7,0.0112972972973
PB2015.761.5,0.0112811543507
PB2015.10369.1,0.0112443606876
PB2015.4037.4,0.0112265585403
PB2015.5874.5,0.01106271777
PB2015.10926.1,0.0110447146095
PB2015.8395.3,0.0110012892136
PB2015.2688.2,0.0109561752988
PB2015.7479.1,0.0108535768629
PB2015.9794.3,0.0108532136747
PB2015.2691.6,0.0108456997849
PB2015.13565.6,0.0107897885919
PB2015.101.5,0.0107838497795
PB2015.16176.3,0.0107564916794
PB2015.7135.26,0.0107367956101
PB2015.856.3,0.0106683569609
PB2015.7129.1,0.0106533693727
PB2015.10814.1,0.0105926388022
PB2015.1169.2,0.0102845462858
PB2015.14175.3,0.0102444309026
PB2015.1171.3,0.0100928542592
PB2015.13315.4,0.0100784585208
PB2015.16814.3,0.01005334805
PB2015.352.4,0.010030438168
PB2015.15423.2,0.0100254316691
PB2015.977.1,0.00988525432437
PB2015.8484.13,0.00984209864117
PB2015.5045.7,0.00979015613611
PB2015.40.9,0.00977965221112
PB2015.10513.2,0.0097388493206
PB2015.9965.1,0.00970373659836
PB2015.7521.4,0.00962511795488
PB2015.12541.11,0.00957934803826
PB2015.13992.9,0.00955130434783
PB2015.6410.6,0.0094780840488
PB2015.7385.3,0.00945642342369
PB2015.5726.6,0.0094307263147
PB2015.3554.23,0.00942000236227
PB2015.13614.5,0.00941330282726
PB2015.6930.10,0.00937322724694
PB2015.7012.2,0.00933733071436
PB2015.8120.4,0.00931252418419
PB2015.14714.1,0.00928490313395
PB2015.5725.2,0.00921287423171
PB2015.349.4,0.00916704211168
PB2015.7040.6,0.00909924909109
PB2015.6772.1,0.00903381061244
PB2015.10294.1,0.00899627438089
PB2015.4533.12,0.00897178609373
PB2015.8509.8,0.00894644180875
PB2015.11333.2,0.00889842240319
PB2015.14732.5,0.00889621890386
PB2015.2045.3,0.00888754534462
PB2015.2672.1,0.00888445931516
PB2015.8833.4,0.00881289415958
PB2015.16821.9,0.00880429705745
PB2015.7290.7,0.00877172335334
PB2015.11820.5,0.00871975320544
PB2015.9969.3,0.00869897309683
PB2015.291.4,0.00869894099849
PB2015.5997.11,0.00863681759998
PB2015.7221.3,0.00852255168578
PB2015.15602.9,0.00847080675514
PB2015.16591.9,0.00845412762949
PB2015.8558.2,0.00844632768362
PB2015.653.1,0.0083914602059
PB2015.16341.1,0.00834728146428
PB2015.12193.8,0.0083354706335
PB2015.6980.1,0.00828923037684
PB2015.13723.1,0.00828455650608
PB2015.1316.1,0.0081455399061
PB2015.16303.2,0.00810867293626
PB2015.2425.1,0.00801800705682
PB2015.13392.1,0.00801712558764
PB2015.5743.7,0.00796794914837
PB2015.254.2,0.00796276591673
PB2015.13326.1,0.00787707523843
PB2015.2045.8,0.00787177766373
PB2015.7135.25,0.00783230361871
PB2015.6645.6,0.00767775074344
PB2015.352.3,0.00766041108132
PB2015.7299.9,0.00761096141136
PB2015.12073.1,0.00756550244087
PB2015.6817.2,0.00752901377655
PB2015.14714.6,0.00752800251485
PB2015.2327.17,0.00749146020653
PB2015.15970.1,0.00742011943606
PB2015.16637.1,0.00740351161097
PB2015.8209.2,0.00737642585551
PB2015.7847.4,0.00737366033798
PB2015.16724.2,0.00737251886384
PB2015.2195.1,0.00732181006021
PB2015.5808.1,0.00731076245527
PB2015.2874.12,0.00715016697188
PB2015.6038.11,0.00714183619991
PB2015.11340.15,0.0070755704417
PB2015.13727.4,0.00705549378348
PB2015.16158.1,0.00698569856986
PB2015.2709.7,0.00698243746674
